task_id,filename,word_count,warning
56,IMG_0196.jpg,153,Word count (153) is outside the 60-100 limit
57,IMG_0197.jpg,97,
58,IMG_0198 DA SISTEMARE.jpg,106,Word count (106) is outside the 60-100 limit
59,IMG_0199.jpg,144,Word count (144) is outside the 60-100 limit
60,IMG_0200.jpg,113,Word count (113) is outside the 60-100 limit
61,IMG_0201.jpg,106,Word count (106) is outside the 60-100 limit
63,IMG_0203.jpg,114,Word count (114) is outside the 60-100 limit
64,IMG_0204.jpg,125,Word count (125) is outside the 60-100 limit
65,IMG_0206.jpg,107,Word count (107) is outside the 60-100 limit
66,IMG_0207.jpg,149,Word count (149) is outside the 60-100 limit
67,IMG_0208.jpg,106,Word count (106) is outside the 60-100 limit
68,IMG_0210.jpg,106,Word count (106) is outside the 60-100 limit
69,IMG_0212.jpg,106,Word count (106) is outside the 60-100 limit
70,IMG_0213.jpg,129,Word count (129) is outside the 60-100 limit
71,IMG_0214.jpg,136,Word count (136) is outside the 60-100 limit
72,IMG_0215.jpg,139,Word count (139) is outside the 60-100 limit
73,IMG_0216.jpg,118,Word count (118) is outside the 60-100 limit
74,IMG_0217.jpg,162,Word count (162) is outside the 60-100 limit
75,IMG_0246-2.jpg,109,Word count (109) is outside the 60-100 limit
76,IMG_0250.jpg,115,Word count (115) is outside the 60-100 limit
77,IMG_0252.jpg,153,Word count (153) is outside the 60-100 limit
78,IMG_0253.jpg,95,
79,IMG_0254.jpg,90,
80,IMG_0256.jpg,127,Word count (127) is outside the 60-100 limit
81,IMG_0258.jpg,99,
82,IMG_0259.jpg,86,
83,IMG_0307.jpg,114,Word count (114) is outside the 60-100 limit
84,IMG_0309.jpg,118,Word count (118) is outside the 60-100 limit
85,IMG_0310.jpg,106,Word count (106) is outside the 60-100 limit
86,IMG_0316.jpg,108,Word count (108) is outside the 60-100 limit
87,IMG_0318.jpg,107,Word count (107) is outside the 60-100 limit
88,IMG_0319.jpg,98,
89,IMG_0332.jpg,120,Word count (120) is outside the 60-100 limit
90,IMG_0334.jpg,107,Word count (107) is outside the 60-100 limit
91,IMG_0335.jpg,129,Word count (129) is outside the 60-100 limit
92,IMG_0337.jpg,148,Word count (148) is outside the 60-100 limit
93,IMG_0338.jpg,108,Word count (108) is outside the 60-100 limit
94,IMG_0340.jpg,148,Word count (148) is outside the 60-100 limit
95,IMG_6858.jpg,105,Word count (105) is outside the 60-100 limit
97,IMG_6862.jpg,110,Word count (110) is outside the 60-100 limit
98,IMG_6863.jpg,138,Word count (138) is outside the 60-100 limit
99,IMG_6864.jpg,109,Word count (109) is outside the 60-100 limit
100,IMG_7666.jpg,114,Word count (114) is outside the 60-100 limit
102,IMG_7668.jpg,103,Word count (103) is outside the 60-100 limit
103,IMG_7669.jpg,114,Word count (114) is outside the 60-100 limit
104,IMG_7670.jpg,104,Word count (104) is outside the 60-100 limit
105,IMG_7671.jpg,103,Word count (103) is outside the 60-100 limit
106,IMG_7672.jpg,129,Word count (129) is outside the 60-100 limit
107,IMG_E0045.jpg,127,Word count (127) is outside the 60-100 limit
108,IMG_E0046.jpg,108,Word count (108) is outside the 60-100 limit
109,IMG_E0086.jpg,108,Word count (108) is outside the 60-100 limit
110,IMG_E0087.jpg,119,Word count (119) is outside the 60-100 limit
111,IMG_E0090.jpg,117,Word count (117) is outside the 60-100 limit
112,IMG_E0103.jpg,114,Word count (114) is outside the 60-100 limit
113,IMG_E0114.jpg,89,
114,IMG_7618.jpg,140,Word count (140) is outside the 60-100 limit
115,IMG_7619.jpg,123,Word count (123) is outside the 60-100 limit
116,IMG_7620.jpg,103,Word count (103) is outside the 60-100 limit
117,IMG_7621.jpg,126,Word count (126) is outside the 60-100 limit
118,IMG_7622.jpg,111,Word count (111) is outside the 60-100 limit
119,IMG_7623.jpg,95,
120,IMG_7624.jpg,120,Word count (120) is outside the 60-100 limit
121,IMG_7625.jpg,102,Word count (102) is outside the 60-100 limit
122,IMG_7627.jpg,124,Word count (124) is outside the 60-100 limit
123,IMG_7629.jpg,105,Word count (105) is outside the 60-100 limit
124,IMG_7630.jpg,88,
125,IMG_7631.jpg,104,Word count (104) is outside the 60-100 limit
126,IMG_7632.jpg,135,Word count (135) is outside the 60-100 limit
127,IMG_7633.jpg,99,
128,IMG_7634.jpg,140,Word count (140) is outside the 60-100 limit
129,IMG_7635.jpg,115,Word count (115) is outside the 60-100 limit; Both 'posts' and 'wefts' arrays are empty
130,IMG_7636.jpg,102,Word count (102) is outside the 60-100 limit
132,IMG_7639.jpg,85,
133,IMG_7640.jpg,106,Word count (106) is outside the 60-100 limit
134,IMG_7641.jpg,126,Word count (126) is outside the 60-100 limit
135,IMG_7642.jpg,92,
137,IMG_7644.jpg,105,Word count (105) is outside the 60-100 limit
138,IMG_7645.jpg,114,Word count (114) is outside the 60-100 limit
139,IMG_7647.jpg,132,Word count (132) is outside the 60-100 limit
140,IMG_7649.jpg,96,
141,IMG_7651.jpg,133,Word count (133) is outside the 60-100 limit
142,IMG_7652.jpg,113,Word count (113) is outside the 60-100 limit
144,IMG_7656.jpg,99,
145,IMG_7657.jpg,104,Word count (104) is outside the 60-100 limit
146,IMG_7658.jpg,108,Word count (108) is outside the 60-100 limit
147,IMG_7659.jpg,98,
148,IMG_7660.jpg,122,Word count (122) is outside the 60-100 limit
149,IMG_7661.jpg,123,Word count (123) is outside the 60-100 limit
150,IMG_7662.jpg,108,Word count (108) is outside the 60-100 limit
151,IMG_7663.jpg,123,Word count (123) is outside the 60-100 limit
152,IMG_7664.jpg,122,Word count (122) is outside the 60-100 limit
153,IMG_7665.jpg,113,Word count (113) is outside the 60-100 limit
154,IMG_7767.jpg,119,Word count (119) is outside the 60-100 limit
155,unnamed.jpg,126,Word count (126) is outside the 60-100 limit
156,224376-010_DET_2.jpg,113,Word count (113) is outside the 60-100 limit
157,IMG_7628.jpg,94,
158,IMG_7766.jpg,101,Word count (101) is outside the 60-100 limit
159,IMG_0186.jpg,118,Word count (118) is outside the 60-100 limit
160,IMG_0192.jpg,106,Word count (106) is outside the 60-100 limit
161,IMG_0186.jpg,118,Word count (118) is outside the 60-100 limit
162,WhatsApp Image 2026-04-01 at 10.35.26.jpeg,120,Word count (120) is outside the 60-100 limit
163,WhatsApp Image 2026-04-01 at 10.38.52.jpeg,102,Word count (102) is outside the 60-100 limit
164,1706781873974.jpg,114,Word count (114) is outside the 60-100 limit
165,1716475517139.jpg,142,Word count (142) is outside the 60-100 limit
166,BI-CAVM0001.jpg,107,Word count (107) is outside the 60-100 limit
167,BI-CAVM0002.jpg,98,
168,FAFBA5C1-1445-4E3F-A612-DB03E5BFDAF9.JPG,112,Word count (112) is outside the 60-100 limit
170,IMG_20240522_090744.jpg,112,Word count (112) is outside the 60-100 limit
171,IMG_20240522_090857.jpg,141,Word count (141) is outside the 60-100 limit
172,IMG_20240522_091125.jpg,115,Word count (115) is outside the 60-100 limit
173,IMG_20240522_091313.jpg,121,Word count (121) is outside the 60-100 limit
174,IMG_20240522_100203.jpg,115,Word count (115) is outside the 60-100 limit
175,IMG_20240522_100257.jpg,128,Word count (128) is outside the 60-100 limit
176,IMG_20240522_100337.jpg,105,Word count (105) is outside the 60-100 limit
177,IMG_20240522_100425.jpg,137,Word count (137) is outside the 60-100 limit
178,IMG_20240919_163320.jpg,134,Word count (134) is outside the 60-100 limit
179,IMG_20260401_102217_edit_124006579383684.jpg,139,Word count (139) is outside the 60-100 limit
180,IMG_20260401_102259_edit_124055535625436.jpg,123,Word count (123) is outside the 60-100 limit
181,IMG20210719153730.jpg,106,Word count (106) is outside the 60-100 limit
182,1706781842036.png,115,Word count (115) is outside the 60-100 limit
183,BI-CACGPL0003.jpg,127,Word count (127) is outside the 60-100 limit
184,BI-CAPL0018.jpg,110,Word count (110) is outside the 60-100 limit
185,BI-CAPL0019.jpg,105,Word count (105) is outside the 60-100 limit
186,BI-CAPL0020.jpg,126,Word count (126) is outside the 60-100 limit
